"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,137.001192082048,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,136.498611593936,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,134.114745840562,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,133.857834988249,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,140.043150075645,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,142.052819764645,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,148.847190926259,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,154.142200113531,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,159.057200726698,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,166.347531358778,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,171.431984962714,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,176.303743670239,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,175.355466382797,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2022-Q4","Q4-2022","IDX","Index","0","Units",,,170.413010110721,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,144.174353911088,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,145.319704791426,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,147.254972021843,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,136.173433705191,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,144.757808385897,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,153.60058355986,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,151.204756654558,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,158.086487865294,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,163.979338782463,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,172.044245338437,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,175.420225271121,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,180.380529307018,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,174.776214186512,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2022-Q4","Q4-2022","1","RATIOS","0","Units",,,165.399386962552,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2023-Q1","Q1-2023","1","RATIOS","0","Units",,,162.302376754311,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,115.296084578586,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,117.441367075051,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,117.632506174547,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,117.033584630032,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,116.088053965726,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,119.016250774595,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,119.375609797984,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,119.088366506953,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,120.176549304633,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,119.747810710663,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,118.503514041266,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,117.943162435386,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,119.994698665079,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,123.081484769444,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,120.627170849977,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,121.774983652995,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,122.447120638986,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,126.794985632552,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,127.735301112472,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,132.387997011577,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,136.610769929294,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,139.090044426735,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,144.266904634386,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,145.029540578935,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,143.081555912378,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,143.026985145869,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,141.603765001886,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,138.361932408277,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,101.81809533908,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,101.742569339471,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,104.782922336756,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,108.684506116562,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,105.198518904252,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,106.08478470028,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,108.412102926289,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,109.935121508088,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,110.177231507291,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,109.877988537055,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,111.977640861575,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,112.139160211317,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,111.086801223508,,
"FRA","France","HPI_YDH","Price to income ratio","2022-Q4","Q4-2022","IDX","Index","0","Units",,,108.302497656443,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,110.783098893936,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,111.800244710221,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.786810560585,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,113.267655338658,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,115.513488161636,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.845360972148,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,121.663864112756,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,125.129257101117,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,129.060043297445,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,132.702276702119,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,136.880464526572,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,139.822610128958,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,139.596661817753,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2022-Q4","Q4-2022","IDX","Index","0","Units",,,137.831015802893,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,102.27790414389,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,102.730859343407,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,103.044558153952,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,103.164197086905,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,103.119400277689,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,103.238703224769,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,103.506725220933,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,103.903550942965,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,104.336497417764,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,104.651184778544,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,104.988039364613,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,105.386367052229,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,105.723215583509,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,106.126735777212,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2023-Q1","Q1-2023","IDX","Index","0","Units",,,106.506724137769,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2023-Q2","Q2-2023","IDX","Index","0","Units",,,106.612036834361,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,123.130426147871,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,125.007925022553,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,126.919978983756,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,128.588220505937,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,130.753040321242,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,135.974212213888,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,138.975234244107,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,144.621587960869,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,148.670179028824,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,151.314150274267,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,156.712351710768,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,158.820301491982,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,152.965951026166,,
"CAN","Canada","RHP","Real house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,146.770191625682,,
"CAN","Canada","RHP","Real house price indices, s.a.","2023-Q1","Q1-2023","IDX","Index","0","Units",,,142.742744845137,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,98.6299802067921,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,98.9506167359601,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,99.7931400662952,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,101.583255793722,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,99.6449135553531,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,100.57869058463,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,101.472759208295,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,101.89040938083,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,103.759605957795,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,104.67722545308,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,106.071947748796,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,107.116040672042,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,106.758104705316,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,107.653906888836,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,95.9630543536786,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,96.7262973353149,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,97.5778146000097,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,89.1486613013564,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,95.7405150850696,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,102.110322465795,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,93.8055099654231,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,105.47676169023,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,110.37502936278,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,114.644341605377,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,121.048402085393,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,124.05595215149,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,122.253989984073,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2022-Q4","Q4-2022","1","RATIOS","0","Units",,,120.35571700569,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.634464579392,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,108.60765270433,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,110.451682208949,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,109.508427371337,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,112.95877121726,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.458519803145,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,127.454611255875,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,132.472585414607,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,137.080097320761,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,141.786249709733,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,139.639563678726,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,137.870915262626,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,131.942358545001,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,92.1498328528938,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,92.187398323208,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,92.1612404929215,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,92.148335523184,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,92.1845849995323,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,92.1619713351516,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,92.1136890830268,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,92.219000021919,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,92.3337095332247,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,92.4254836799377,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,92.7314661486443,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,93.0422155764529,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,93.2208521490784,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,94.8432480907348,,
"GRC","Greece","RPI","Rent prices, s.a.","2023-Q1","Q1-2023","IDX","Index","0","Units",,,96.3834685615579,,
"GRC","Greece","RPI","Rent prices, s.a.","2023-Q2","Q2-2023","IDX","Index","0","Units",,,96.5419654994748,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,117.684725276273,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,119.277136694805,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,121.05813312202,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,122.374554162738,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,125.988151155232,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,131.20086003427,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,134.260901056426,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,138.259123699421,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,142.840519317757,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,146.352554983496,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,149.901846888382,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q2","Q2-2022","IDX","Index","0","Units",,,152.430285161806,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q3","Q3-2022","IDX","Index","0","Units",,,150.987058147188,,
"USA","United States","RHP","Real house price indices, s.a.","2022-Q4","Q4-2022","IDX","Index","0","Units",,,150.107787875724,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,112.636108780642,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,111.993231775327,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,112.34603895974,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,111.99666622894,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,113.190076897268,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,114.833575768517,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,115.926767957565,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,117.164058238315,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,117.689166070377,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,118.480445554537,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,118.86978332396,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,118.820342953693,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,118.128603303232,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q4","Q4-2022","1","RATIOS","0","Units",,,114.338460984297,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,112.122125102603,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,112.18364290486,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.19267001921,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,112.483766586075,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,117.847005373875,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,123.124811629586,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,126.371290619337,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,128.18910000824,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,129.443470368639,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,129.647566377964,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2022-Q1","Q1-2022","IDX","Index","0","Units",,,129.634134060089,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2022-Q2","Q2-2022","IDX","Index","0","Units",,,129.107797999926,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2022-Q3","Q3-2022","IDX","Index","0","Units",,,124.040878919201,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2022-Q4","Q4-2022","IDX","Index","0","Units",,,118.066355197563,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,105.533960371666,,
